response_id,age_group,gender,city_tier,primary_hair_concern,hairfall_severity,current_brand,satisfaction_score,willingness_to_pay_inr,purchase_frequency,ingredient_preference,feedback_text
RESP_0884,35-44,Female,Tier 1,Dandruff,Moderate (Clumps),Mamaearth,5,250,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0885,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,5,150,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0886,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,1,699,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0887,18-24,Female,Tier 3,Oily Scalp,Mild (Seasonal),Pantene,6,999,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0888,25-34,Male,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,3,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0889,45-54,Female,Tier 3,Dryness,Mild (Seasonal),Generic/Ayurvedic,3,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0890,55+,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,5,499,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0891,45-54,Male,Tier 3,Hairfall,Mild (Seasonal),Tresemme,2,699,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0892,25-34,Female,Tier 1,Frizz,Severe (Visible Thinning),Generic/Ayurvedic,10,399,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0893,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,9,999,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0894,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,1,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0895,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,7,399,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0896,18-24,Female,Tier 2,Frizz,Mild (Seasonal),Head & Shoulders,10,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0897,25-34,Female,Tier 2,Dandruff,Moderate (Clumps),Dove,8,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0898,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,5,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0899,45-54,Female,Tier 1,Oily Scalp,Moderate (Clumps),Mamaearth,6,250,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0900,25-34,Female,Tier 3,Hairfall,Mild (Seasonal),Tresemme,9,399,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0901,35-44,Other,Tier 1,Oily Scalp,Severe (Visible Thinning),Tresemme,7,250,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0902,25-34,Male,Tier 1,Dryness,Moderate (Clumps),Dove,9,499,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0903,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,3,699,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0904,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,8,399,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0905,25-34,Male,Tier 1,Oily Scalp,Mild (Seasonal),Dove,8,499,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0906,18-24,Other,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,10,999,Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0907,25-34,Female,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,7,499,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0908,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,1,699,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0909,25-34,Female,Tier 2,Frizz,Moderate (Clumps),Generic/Ayurvedic,6,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0910,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Tresemme,3,699,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0911,18-24,Female,Tier 1,Dandruff,Mild (Seasonal),Pantene,4,499,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0912,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Pantene,10,399,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0913,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Pantene,2,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0914,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Pantene,7,150,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0915,45-54,Female,Tier 1,Frizz,Severe (Visible Thinning),Pantene,1,699,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0916,25-34,Female,Tier 3,Dandruff,Severe (Visible Thinning),Tresemme,5,399,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0917,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0918,35-44,Female,Tier 3,Oily Scalp,Mild (Seasonal),Pantene,2,699,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0919,25-34,Female,Tier 2,Dryness,Moderate (Clumps),Generic/Ayurvedic,2,699,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0920,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,5,250,Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0921,25-34,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,6,399,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0922,35-44,Female,Tier 1,Frizz,Moderate (Clumps),Generic/Ayurvedic,9,399,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0923,35-44,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,4,499,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0924,25-34,Male,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,7,250,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0925,18-24,Female,Tier 1,Oily Scalp,Moderate (Clumps),Head & Shoulders,4,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0926,55+,Male,Tier 2,Hairfall,Mild (Seasonal),Pantene,3,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0927,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,2,699,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0928,55+,Female,Tier 1,Dandruff,Severe (Visible Thinning),Dove,10,399,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0929,45-54,Female,Tier 3,Dandruff,Severe (Visible Thinning),Dove,2,699,Quarterly,No Preference,Too expensive for daily use.
RESP_0930,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,2,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0931,45-54,Male,Tier 1,Dandruff,Mild (Seasonal),Pantene,5,999,Monthly,No Preference,Too expensive for daily use.
RESP_0932,18-24,Female,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Bi-Monthly,No Preference,I want something that actually stops hairfall.
RESP_0933,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Dove,10,250,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0934,45-54,Male,Tier 2,Oily Scalp,Moderate (Clumps),Dove,7,499,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0935,35-44,Male,Tier 3,Hairfall,Severe (Visible Thinning),Dove,10,999,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0936,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,10,399,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0937,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,2,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0938,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,8,250,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0939,45-54,Male,Tier 2,Frizz,Moderate (Clumps),Generic/Ayurvedic,9,250,Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0940,18-24,Male,Tier 3,Frizz,Moderate (Clumps),Head & Shoulders,10,250,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0941,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,4,399,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0942,25-34,Male,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,8,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0943,18-24,Male,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,9,999,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0944,25-34,Male,Tier 1,Dandruff,Moderate (Clumps),Pantene,2,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0945,18-24,Female,Tier 1,Dryness,Severe (Visible Thinning),Tresemme,1,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0946,35-44,Male,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,8,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0947,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,4,150,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0948,25-34,Female,Tier 1,Oily Scalp,Mild (Seasonal),Dove,7,699,Quarterly,No Preference,I prefer natural smell.
RESP_0949,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,2,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0950,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Tresemme,9,699,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0951,25-34,Male,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,4,399,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0952,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,6,699,Monthly,No Preference,Just marketing gimmicks.
RESP_0953,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Head & Shoulders,5,250,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0954,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,5,250,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0955,25-34,Female,Tier 1,Dandruff,Severe (Visible Thinning),Pantene,9,250,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0956,18-24,Female,Tier 2,Dryness,Severe (Visible Thinning),Mamaearth,5,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0957,18-24,Female,Tier 2,Dandruff,Moderate (Clumps),Mamaearth,10,399,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0958,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,9,250,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0959,35-44,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,1,699,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0960,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Head & Shoulders,7,399,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0961,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,4,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0962,45-54,Male,Tier 1,Hairfall,Moderate (Clumps),Pantene,9,499,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0963,18-24,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,3,699,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0964,25-34,Male,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,5,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0965,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,10,250,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0966,25-34,Female,Tier 1,Dandruff,Mild (Seasonal),Generic/Ayurvedic,9,150,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0967,55+,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,10,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0968,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Pantene,9,150,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0969,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Head & Shoulders,4,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0970,18-24,Male,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,2,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0971,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,8,399,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0972,25-34,Female,Tier 1,Oily Scalp,Moderate (Clumps),Pantene,5,999,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0973,25-34,Female,Tier 1,Oily Scalp,Mild (Seasonal),Tresemme,6,250,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0974,45-54,Female,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,4,399,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0975,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Dove,5,999,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0976,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,9,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0977,25-34,Female,Tier 1,Dandruff,Severe (Visible Thinning),Dove,3,699,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0978,35-44,Female,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,9,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0979,35-44,Female,Tier 2,Frizz,Moderate (Clumps),Tresemme,3,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0980,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,1,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0981,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Tresemme,7,250,Quarterly,No Preference,Just marketing gimmicks.
RESP_0982,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,7,250,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0983,25-34,Male,Tier 1,Frizz,Severe (Visible Thinning),Tresemme,6,499,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0984,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,4,499,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0985,18-24,Male,Tier 3,Hairfall,Mild (Seasonal),Dove,7,250,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0986,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,2,699,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0987,35-44,Male,Tier 3,Dryness,Severe (Visible Thinning),Pantene,5,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0988,35-44,Male,Tier 1,Dandruff,Severe (Visible Thinning),Dove,8,250,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0989,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,9,499,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0990,25-34,Female,Tier 1,Dandruff,Moderate (Clumps),Head & Shoulders,5,399,Bi-Monthly,No Preference,Just marketing gimmicks.
RESP_0991,35-44,Male,Tier 2,Dandruff,Moderate (Clumps),Dove,1,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0992,45-54,Female,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,4,499,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0993,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,3,699,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0994,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,9,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0995,45-54,Male,Tier 1,Dandruff,Mild (Seasonal),Tresemme,2,699,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0996,25-34,Male,Tier 1,Dandruff,Severe (Visible Thinning),Head & Shoulders,9,999,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0997,25-34,Male,Tier 3,Hairfall,Moderate (Clumps),Generic/Ayurvedic,1,699,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0998,35-44,Female,Tier 2,Dandruff,Moderate (Clumps),Generic/Ayurvedic,7,399,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0999,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,8,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_1000,25-34,Female,Tier 2,Frizz,Mild (Seasonal),Mamaearth,10,399,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
